technology,capacity_type,location,0,1,2,3,4,5
battery,power,AT,6.948587829761048e-08,3.2711522298938145e-08,2.41048259993397e-07,1.7974015457822865e-07,8.886058950481929e-07,8.227406004808835e-06
battery,power,BE,6.90194711717516e-08,3.418604840600092e-08,2.31114127164827e-07,1.694370615930498e-07,8.40363516913917e-07,6.809773826385282e-06
battery,power,BG,6.58506190130334e-08,3.333161105286927e-08,2.0282828851084717e-07,1.8912755439108826e-07,6.84287910968666e-07,8.073479606137467e-06
battery,power,CH,6.824387378703554e-08,3.2701118949159975e-08,2.372113597302621e-07,1.8522810553107963e-07,9.3681145858867e-07,9.271060814275043e-06
battery,power,CZ,6.876726898242104e-08,3.3249325837686306e-08,2.2078583680363007e-07,1.9158258484555713e-07,9.67402208739031e-07,1.0838912414928422e-05
battery,power,DE,7.244603789088264e-08,3.4122392131052076e-08,2.2740970240607307e-07,1.889590756609107e-07,8.216305190878002e-07,7.3860285273665585e-06
battery,power,DK,6.907301818066415e-08,3.024149817615979e-08,2.161100033646931e-07,1.8908044892907829e-07,7.2556077522779e-07,6.689368873329691e-06
battery,power,EE,6.928812072499849e-08,3.174773719593386e-08,2.21948399255465e-07,1.8153354007475022e-07,7.238584960742341e-07,6.594852829097718e-06
battery,power,EL,6.771693085075365e-08,3.00584921426975e-08,1.9524089877180432e-07,2.2629283925503423e-07,7.967208626261903e-07,1.07017269479577e-05
battery,power,ES,6.404641686011703e-08,3.131811898243444e-08,1.681692862337738e-07,1.953658915318108e-07,6.892211272102473e-07,5.693780778126195e-06
battery,power,FI,6.888949675112616e-08,3.304735219646069e-08,2.1771702093712608e-07,1.657284318295617e-07,7.551193394287864e-07,6.695901815269382e-06
battery,power,FR,6.635023158174233e-08,3.41314977868911e-08,1.7144209953617386e-07,1.786216849086247e-07,6.111846200446139e-07,5.907780806646765e-06
battery,power,HR,6.811116714572015e-08,2.8050087579360995e-08,2.530672010170932e-07,1.9352561103603847e-07,8.909659027119784e-07,8.63984304227352e-06
battery,power,HU,6.705222018906354e-08,3.07674179524002e-08,2.1661465149421266e-07,2.1816153379100616e-07,8.190249771523469e-07,8.69068358606777e-06
battery,power,IE,6.581074255156623e-08,3.466549457805683e-08,1.7922306309960052e-07,1.6687260846745313e-07,5.540880052525563e-07,5.064787616361959e-06
battery,power,IT,6.819977171606424e-08,3.0820781624255376e-08,2.1526718780336158e-07,2.345537463885954e-07,7.459402685811339e-07,7.916419089277398e-06
battery,power,LT,6.868305166140992e-08,3.1516192558462915e-08,1.9596767811721514e-07,1.919317364791542e-07,6.508482189241663e-07,6.555620955334089e-06
battery,power,LU,6.507199917734761e-08,3.358888243056934e-08,1.985532140692011e-07,1.550692710461269e-07,6.803056412751905e-07,6.684716079327615e-06
battery,power,LV,6.879010318771994e-08,3.1453308512334194e-08,2.0663667065239144e-07,1.8652669847470744e-07,6.919418296702564e-07,6.835164469152678e-06
battery,power,NL,6.77849913635245e-08,3.597171798996521e-08,2.2474436641894074e-07,1.770696646596818e-07,7.4341327678823e-07,7.541744948657165e-06
battery,power,NO,6.726682671163846e-08,3.239231902670079e-08,1.8207953407731188e-07,1.8113395763444238e-07,6.010003162570827e-07,5.788460868427181e-06
battery,power,PL,6.936314841144463e-08,3.746950132965e-08,2.1537617910614146e-07,2.1817401282100897e-07,7.748897832206393e-07,8.831176169231232e-06
battery,power,PT,6.515661143393654e-08,3.022683014861973e-08,1.825926035134804e-07,1.7315579525679746e-07,5.890256649971887e-07,5.173404030076667e-06
battery,power,RO,6.642386423350917e-08,3.1237858813111944e-08,2.0683447602414615e-07,1.8980554253223406e-07,8.546224444372502e-07,1.0780024427262759e-05
battery,power,SE,6.864911801164527e-08,3.3237056997053136e-08,1.9892487340181065e-07,1.8680679591183503e-07,6.999850354121511e-07,6.7971416660687645e-06
battery,power,SI,6.791528267164141e-08,2.938421539776562e-08,2.4817126675601393e-07,1.91696642177873e-07,9.622677127710497e-07,9.901949365776055e-06
battery,power,SK,6.828750738827317e-08,3.303751073080611e-08,2.3157891376129298e-07,1.907915991354004e-07,1.0004216221319733e-06,1.1426076601384438e-05
battery,power,UK,6.628019818722367e-08,3.6788743886777156e-08,1.7817894133464154e-07,1.8369635041711198e-07,5.96031133379027e-07,5.46579979327992e-06
biomass_boiler,power,AT,1.8585180863154396e-10,1.0520950359894179e-07,4.056503591083664,5.974576712266653e-09,0.3242809922956997,0.01900128158659436
biomass_boiler,power,BE,9.606119152572534e-11,1.7080052048342742e-10,4.978804304102463e-08,5.087602203749733e-10,9.209052602663578e-10,6.357002990255599e-08
biomass_boiler,power,BG,3.734243113499904e-11,5.3276606649504144e-11,9.527137319933777e-11,3.444352304301713e-10,4.2708023683717357e-10,2.4914129432844357e-09
biomass_boiler,power,CH,1.4817903105423034e-10,2.035525902366995,2.0046915036192927,4.223190984562099e-09,2.0195717301789286e-09,2.0663442188328593
