technology,capacity_type,location,0,1,2,3,4,5,6,7,8,9
biomass_boiler,power,NO,55.323478053446664,49.81830850478424,45.92734196613047,38.48890794127262,24.652880180061462,12.775465654089372,7.198404080553624,7.19840408543538,7.198404096733331,7.1984041376518
biomass_boiler,power,PL,637.2278233452346,637.2278233467091,618.8372652591904,569.8505154509592,396.9675161736854,377.8284741846319,177.8601869812125,177.86018719371506,177.8601873000624,177.8601877259928
biomass_boiler,power,PT,29.06861051917855,27.132958934020905,13.822798082016352,7.850646991032292,2.5681133889919288,0.7039892436954625,0.40907303452543076,0.40907304227779445,0.40907305561589236,0.40907312809454316
biomass_boiler,power,RO,197.934687687585,197.89809898096206,198.40544975798696,191.6442844888499,178.28520476238734,120.14305927109942,86.50408008102977,65.0982063577208,2.931846499380079e-06,8.191268686251721e-06
biomass_boiler,power,SE,186.8315711111034,180.47141897443427,169.88226378134655,130.44084149995544,130.04324993100656,124.85175756539824,20.14622396131515,20.146223955649827,20.146223847301073,20.146223887698433
biomass_boiler,power,SI,56.06598019060108,45.93506709769494,31.156768059456336,26.575376057240703,25.652344849076293,24.62133963895629,24.621339681481967,24.621339716357724,24.62133975768553,24.62133986166001
biomass_boiler,power,SK,59.394921181774386,59.394921203182996,59.39664280251555,59.56850958160932,59.61527464347725,59.48057577467774,61.86599703353365,61.86599708288915,62.16705780903283,58.32100193796621
biomass_boiler,power,UK,269.4141311237345,262.4268792207847,196.56884165186815,152.68669495183914,39.607031930194736,20.304184197385204,1.3816543413346014e-06,1.909032323578953e-06,2.1113179707690443e-06,5.853182855463862e-06
biomass_plant,power,AT,28.255607240356095,28.25560724152877,28.255607243089116,28.255607244965873,28.255607247375096,27.421902398580503,15.368912258488816,2.2311530091515435,1.9135511763441844,0.8257649670582632
biomass_plant,power,BE,60.67783312708892,60.67783312811043,60.6778331294383,60.677833131205205,60.67783313339748,60.67783313610853,53.182429519022634,50.70513510798267,2.604335190027024,2.127932497108323
biomass_plant,power,BG,1.5880092426972598,1.5880092437947548,1.5880092454677528,1.5880092477339214,1.5880092509772992,1.588009255837571,1.5880092623646958,1.5880092771228065,1.062950643554497e-06,3.9590953098081395e-06
biomass_plant,power,CH,6.415557337765929,6.415557338988174,6.4155573406971556,6.415557342771574,6.415557345453499,6.415557348611138,6.415557352859564,2.2867333369703013,1.1601974875183338e-06,4.6784362692370576e-06
biomass_plant,power,CZ,27.07174635056962,27.071746351759078,27.071746353369555,27.071746355503755,27.071746358352307,26.28726979667199,17.39441804880673,4.160901843767031,2.3820139082892386,2.382014017665026
biomass_plant,power,DE,352.21362137380993,340.03359049175464,327.3295165604028,307.4635209475253,281.64249067931996,253.55060719605842,144.85137460454774,102.7878682154738,42.971530120276086,7.2730824505515805
biomass_plant,power,DK,147.97070114454803,144.90584330925702,142.95259194348907,141.63454427496075,135.33014758783295,128.18410600364484,108.01638863904927,106.73010116259641,92.75561985435945,87.97571212942555
biomass_plant,power,EE,15.133728074790298,15.133728075957434,15.133728077409739,15.133728079204591,15.133728081585062,15.133728084933187,13.863320696493291,12.19591099967676,4.414665732655323,3.3983398858145155
biomass_plant,power,EL,8.257648058080262,8.257648059272706,8.257648060833926,8.257648063009116,8.257648066027791,4.52582635247417,4.525826357794856,8.995621434606521e-07,1.1268655832327023e-06,3.962349866179064e-06
